texto,nota,labels
"o brasil é um dos países com a maior intolerância sexual do mundo. isto se deve ao fato de que a família tradicional brasileira foi preservada durante anos, e assim, desenvolvendo-se desenvolveu-se uma ética baseada nos costumes tradicionais.muitos países da europa, como a suíça, aderiram ao casamento de pessoas do mesmo sexo,  lá este tipo de acontecimento é visto como a modernidade, e também ruptura dos valores medievais. já no brasil, os lgbts representam cerca de 1% da população, e aproximadamente 35% interiormente não concordam com os atos carnais dos homossexuais praticados publicamente e nem com o casamento gay.os lgbts têm a necessidade de “atingir” outras classes do brasil, em evidência os cristãos. um exemplo foi de duas lésbicas que ficaram seminuas na frente de uma catedral, e se beijaram, elas estavam com vestes de jesus cristo .muitas vezes o “preconceito” sofrido pelos gays é modelado pelos próprios. no brasil um homossexual é totalmente amparado pela lei*, ele pode dizer o que bem entender e ficará impune. algo que gera transtorno entre a população, pois a constituição brasileira estabelece a isonomia entre os cidadãos, e o pluralismo cultural, que deve ser respeito respeitado e não constrangido. no momento em que um lgbt tem o direito de denegrir a imagem de um cristão, ele torna este ato inconstitucional, pois a cultura cristã, assim como todas as outras. deveria ser amparada pela lei, e punir aqueles que tentam fazer atos contra a fé de cada um.portanto, a lei que defende o pluralismo cultural deve ser aplicada, para que a constituição seja cumprida e nenhum cidadão se sinta constrangido pelo por um ato que é crime perante o artigo sexto da constituição. outra forma seria estabelecer um limite** na influência da escolha da opção sexual, em evidência nos meios de comunicação.",6,4
"o sistema político brasileiro está longe de ser um sistema efetivo. percebemos um quadro de desigualdades, com pessoas jogadas às ruas, educação precária e o descaso com a saúde. ao mesmo tempo, notamos que há políticos faturando quantias absurdas de dinheiro, que em sua maioria, são obtidos de forma desonesta, refletindo a situação de escassez de uma parcela da população. são variadas as formas de corrupção, que se dão desde um suborno até o desvio de verba pública. e a corrupção começa antes mesmo do candidato chegar ao poder: algo notável nas campanhas eleitorais. existe uma clara “troca de favores”, além da disputa acirrada para ver qual político consegue fazer o melhor marketing pessoal, levando uma parcela da população –desprovida de discernimento- a eleger o candidato que fez a propaganda mais espalhafatosa e com mais promessas, já que quem está pagando valores exorbitantes, possui mais tempo para prometer. um fator contribuinte para a impunidade dos políticos é o atraso dos julgamentos por parte do judiciário, juntamente com as “brechas” no sistema de legislação, que permitem a continuação de seus mandatos, sem correr o risco de irem para a cadeia. ou seja, além de estarem impunes, ainda possuem julgamento próprio, o que torna todo o processo altamente burocrático, dificultando que medidas eficientes sejam tomadas. dessa maneira, até chegar o dia em que um desses políticos sejam condenados, muitos terão acumulado capital, além de estarem com o mandato prestes a expirar. notamos que a política no brasil possui diversas falhas e estas partem de valores individuais. a solução para esses problemas deve ser de todos. logo, o cidadão precisa colaborar na hora de votar, possuindo retidão no momento de eleger o seu representante. esse cidadão também pode contribuir não aceitando qualquer tipo de suborno, mantendo assim sua integridade. o estado pode intervir de forma assídua nas questões políticas e acelerar o processo de condenação dos indivíduos em julgamento, além de remover sua exclusividade. e por fim, investir em educação que –a longo prazo- formará cidadãos mais conscientes.",9,8
" o anonimato propiciado pela era virtual não impede que o avanço da tecnologia trabalhe em prol da vigilância inapropriada de informações. como o caso de espionagem realizada pelos estados unidos em prol da segurança e contra o terrorismo. como alvo, não só a população virtual: até mesmo os governos de outras nações, como é o caso do brasil. uma conversa pessoal e privada, impossibilitada [sem vírgula], por exemplo, pela distância, é hoje [sem vírgula] tratada, na maioria dos casos, por e-mail. a mudança de veiculação – não mais presencial – não altera o caráter privado da mensagem. esse, entre muitos casos semelhantes, é um alvo da espionagem dos estados unidos, que, sem traços de respeito, indevidamente trabalha com ações de vigilância em serviços de e-mail, redes sociais e outras fontes de captação informacional. é necessário que a tecnologia dê suporte a ações éticas e direitas. grupos de terrorismo, direta ou indiretamente, podem estar engajados em projetos veiculados pela internet. e é interessante e importantíssimo que a tecnologia auxilie a coibir a ação destes [desses]grupos. mas há um limite que precisa ser visualizado pelo estado espião, de forma que haja um discernimento maior, ainda que difícil, dos usuários da rede. o uso público da internet carrega o consentimento do indivíduo na disponibilização das próprias informações em espaço corrente de usuários. torna-se sua responsabilidade se inteirar sobre os termos de uso e privacidade, por vezes ignorados em razão de seu extenso corpo textual. cabe, também, perceber que muitas das informações podem ser captadas sem uso de serviços inteligentes, o que aumenta a vulnerabilidade do usuário. é preciso que se aprimorem as ferramentas de ações vigilantes, para que não seja necessário considerar todo e qualquer indivíduo e suas privacidades na procura de ações terroristas. mas, ao considerar que uma grande potência dificilmente diminuiria suas espionagens, cabe ao cidadão e ao estado espionado procurar soluções para proteger as informações privadas, que não cabem à responsabilidade de outro país senão o próprio.",6,4
"	um ato que deixa transtornos, amargura e a vontade de vingança na vida de muitos jovens, esse é o bullying, uma prática antiga que tem se tornado mais evidente no dia-a-dia das instituições de ensino brasileiras.	a exclusão e as agressões físicas e verbais vem se tornando um pesadelo na vida de diversos estudantes. na maioria das vezes o simples fato do agressor não ter afinidade com a vítima, para ele já se torna uma justificativa para as torturas acontecerem. por isso gera-se no aluno vitimado o medo, a submissão e a até mesmo o prejuízo no desempenho estudantil e toda essa repreensão afeta diretamente no comportamento e no convívio perante a família. portanto os principais danos são psicológicos e diante de todo esse problema, muitos líderes das unidades de ensino optam por fingir-se de desacreditados ou despercebidos, para não ter o trabalho de tomar a devidas providências para resolver o caso, no entanto essa resolução não cabe só a eles, mas a toda sociedade.	percebemos a necessidade do governo de se introduzir psicólogos nas escolas e universidades, para fornecer um acompanhamento psicológico aos alunos. também se faz necessário a aplicação de punições, para repreender o praticante do bullying, como suspendê-lo da instituição por um determinado período e conscientizá-lo sobre as conseqüências dos seus atos. todavia é de grande importância que os pais conversem mais com seu filho e visitem mais a unidade de ensino para ter conhecimento do desempenho e dos relacionamentos dele.	portanto para termos melhores resoluções para esse problema, as medidas devem ser tomadas a cima de tudo, com toda a sociedade em conjunto.",7,0
"as atividades humanas vêm provocando grandes alterações no ciclo hidrológico brasileiro. um exemplo é a transposição do rio são francisco que tem como objetivo solucionar a seca da região do semiárido, mas o projeto têm [tem]aspectos negativos que se sobressaem aos positivos.o rio são francisco nasce na serra da canastra em minas gerais e passa [gerais, passa] por cinco estados brasileiros e tem extensão de aproximadamente 2.830 km. o projeto de transposição surgiu com o argumento de sanar a deficiência hídrica existente na região do semiárido, através da transferência de água do rio são francisco no período de estiagem do nordeste, para abastecer os açudes e rios menores da região. com as obras serão gerados muitos empregos para a população, mas são empregos temporários. entretanto, durante as obras haverá um desmatamento de aproximadamente 430 hectares e [,]consequentemente [,]um possível desaparecimento do habitat de animais terrestres. pessoas vão ter de ser remanejadas para dar espaço aos canteiros de obras. retirando-se água do rio são francisco, corre-se o risco de diminuir sua vazão e de comprometer o abastecimento de algumas cidades que o rio abastece.visto alguns pontos positivos e negativos que o projeto de transposição irá causar, pode-se perceber que, não [que não] vale a pena tentar consertar o problema da seca do semiárido, sem [semiárido sem]ter nenhuma certeza de resultado positivo. a construção de reservatórios para a captação de água da chuva é uma alternativa mais eficaz e barata para combater a seca.",5,2
"	a falta de interesse pela leitura é uma problema social grave subdimensionado pelos outros que o país atrevessa [atravessa] . é possível que muitos problemas sociais, econômicos e políticos tenham suas raízes na inicipiente formação intelectual do povo brasileiro.	o desenvolvimento de uma sociedade tem como pressuposto básico as atitudes de seu povo. estas são tomadas de acordo com a capacidade de argumentação e senso crítico adquiridos por meio da leitura.	a leitura incentivada desde o primeiro contato social da criança-dentro da família- aguça a curiosidade, desperta a imaginação e faz com que a criança busque sozinha, [sem vírgula]respostas às suas questões mais íntimas.	portanto, ler significa transformar palavras escritas em gestos e imagens; interpretar os fatos; analisar o ponto de vista de outras pessoas, sem adotá-los como uma verdade absoluta.	entretanto, a realidade brasileira nos revela um número excessivo de pessoas que sabem ler e escrever sem conseguir interpretar e extrair o que há de importante em um texto -analfabetos funcionais. soma-se a isso os projetos governamentais, como exemplo, “livro para todos”, incapaz [incapazes] de conscientizar a sociedade dos reais benefícios da leitura.	dessa forma, cabe à família dar o primeiro passo em direção ao incentivo à leitura; ao docente, adequá-la a idade e a vontade da criança, sem prescindir do interesse social que representa; e ao estado, prover a educação que, hoje, é asseverada pela constituição federal, como um direito de todos.",7,0
"	a conferência das nações unidas sobre desenvolvimento sustentável, também conhecida como rio+20, reunirá representantes dos 193 estados- membros das nações unidas para debaterem temas como mudanças climáticas, desmatamento e proteção aos mares e florestas, a fim de tirar uma agenda de ações globais.	o encontro, no entanto, está à frente de uma série de críticas antes mesmo de acontecer. muitos estudiosos e ativistas na área ambiental não acreditam na eficácia das conferências da onu, e temem que o rio de janeiro possa ser palco, em junho, de mais um teatro, onde os líderes de estados e as corporações se eximam de suas responsabilidades na destruição do meio ambiente. a equação, simplista, [sem vírgula] acaba sugerindo que não se pode redesenhar a economia e enfrentar as injustiças sociais de forma concomitante. esse ponto merece atenção essencial no debate de uma rio+20. a economia de nossos países segue uma lógica hegemônica de mercantilização dos recursos naturais. os desastres ambientais atingem de forma mais violenta as populações pobres, afetando a negros e mulheres em grande escala. ainda não houve uma crítica à altura do modelo de desenvolvimento baseado no crescimento econômico ilimitado, no consumo ilimitado dos bens da natureza. no século 21[vírgula] a luta por justiça social é também, e a um só tempo, a luta por justiça ambiental.",6,4
"	até que ponto um ser humano é capaz de chegar por dinheiro? vale tudo? esse é um questionamento que em primeira instância afronta os princípios de moralidade da maioria das pessoas.porém [vírgula] a resposta realmente efetiva, só é revelada quando [vírgula] de fato, existe uma situação, onde se coloca na balança ambição e oportunidade versus princípios e valores.	a prova disso são os inúmeros escândalos políticos decorrentes de desvios de verba pública, licitações fraudulentas, os casos de propina envolvendo policiais, os diversos balanços financeiros maquiados das empresas, e outras situações ditas ""corriqueiras"" na nossa sociedade.é perceptível, então, o quanto o ser humano se deixa corromper, o quanto nos tornamos vulneráveis quando o assunto é dinheiro, riqueza e poder.a corrupção é resultado dessa ambição exacerbada, e os infinitos casos de corrupção são resultantes da impunidade.	impunidade esta que [vírgula] muitas vezes, é produto da lentidão dos processo jurídicos ou pelo simples esquecimento dos atos corruptos.daí se explica o surgimento de mais e mais casos de corrupção, realidade triste e contraditória de uma sociedade que deseja ser justa e igualitária.	no segmento político brasileiro, por exemplo, existe um programa de combatre a [combate a]corrupção, uma iniciativa louvável e um passo importante para um país em busca do desenvolvimento .mas vale ressaltar que a corrupção não está presente somente na política, mais [mas] também existe no segmento policial, nos órgãos públicos, nas empresas privadas e em muitas outras organizações.	o que o nosso país precisa é eliminar os casos de impunidade, é ser mais rigoroso e eficiente nos processos.corrupção é crime e seus responsáveis devem ser penalizados por isso.não precisamos esperar que mais bilhões e bilhões de reais sejam roubados para se tomar providências.	tão pouco podemos única e exclusivamente responsabilizar o governo para a solução deste problema, todos nós podemos e devemos colaborar.somos seres humanos formadores de opinião, somos dotados de personalidade e caráter, cabe a cada um de nós cultivarmos valores éticos e princípios morais.e o mais importante ainda, é preservar e ser fiel a esses valores, mesmo diante de situações adversas e vulneráveis.",7,0
"quase não se fala de prostituição masculina, porque é mais difícil ver homens nessa profissão, eles trabalham mais escondidos, colocam anúncio na internet e jornais, enquanto as mulheres ficam expostas nas ruas exibindo seus corpos. atraídos por ofertas de trabalho e salário no exterior, os brasileiros se tornam vítimas de redes de prostituição e tráfico de pessoas.meninos que saíram do país com esperança de mudar de vida e dá melhores condições financeiras a seus familiares estão sendo obrigados a vender o corpo e são escravizados sexualmente. ficam nas mãos de quadrilhas e vivem em situação desumana, tendo que ficar em alojamentos sem condição de moradia. felizmente a polícia espanhola descobriu um grande esquema de tráfico de pessoas e exploração sexual masculina e os culpados já estão respondendo pelos crimes.o estado deve dá mais atenção aos jovens que querem trabalhar, oferecendo oportunidade de emprego, formação profissional e assistência social. a prostituição masculina muitas vezes é falta de opção, pois, quando surge uma promessa de trabalho com salário alto, meninos acabam caindo nas mãos de criminosos.",6,4
"     está faltando para água para nossos habitantes. no entanto como isso é possível se o brasil possui uma das maiores reservas de água potável do mundo.  a há algumas décadas já estamos ouvimos que  água do mundo está acabando. e que é necessário intensificar as políticas de preservação do nosso ecossistema. contudo o que vem sendo feito não está sendo suficiente para impedir que algo tão importante para nossa sobrevivência seja tão mal cuidado . a população do estado de são paulo está sofrendo novamente com o racionamento de água, problema parecido acorreu ocorreu no estado há aproximadamente dez anos atrás. nós humanos não temos como controlar problemas com clima, falta de chuva, mas será que em dez anos não teria nada que pudesse ter sido feito.  o desperdício da água começa na sabesp que a cada 4 litros de água que passam pelas suas tubulações 1litro é desperdiçado. poderia então começar por aí os trabalhos para melhoria do aproveitamento da água. contudo sabemos que o nosso problema de esbanjamento de água é cultural, não temos muito o hábito de poupar água, na maioria das vezes até sabemos como fazer para economizar  mesmo assim não economizamos, por preguiça, porque os nossos vizinhos também desperdiçam, vários são os motivos para justificarmos nossa omissão. mas o que realmente sabemos é que se todos nós não cuidarmos da água como um bem próprio e essencial para nossa existência, o problema de falta de água estará longe de acabar.",7,0
"não se pode enxergar perspectivas de melhora na democracia brasileira a curto prazo. haja [prazo, haja]vista que o conceito de democracia é amplo e não se restringe ao direito de voto. grande parcela da sociedade brasileira não é conhecedora dos seus direitos, tão pouco [tampouco]possui conscientização política e por conseguinte a corrupção é uma das disfunções da incipiente democracia brasilis. não se pode dizer que um país é democrático quando não permite oportunizar o mesmo ponto de partida a todos.cumpre salientar que ainda que instrumentos de participação popular como o referendo e o plebiscito previstos na nossa constituição, ultimamente, não tenham subsidiados [subsidiado]ações de governo, houve avanços nesse sentido. a lei de responsabilidade fiscal , a lei de acesso a informação , a criação do orçamento participativo e o portal de transparência do governo federal são mecanismos que foram criados para o povo exercer o seu controle externo. todavia, a maioria da população nunca se quer [sequer] obteve contato com tais ferramentas. por isso, a democracia no brasil é mais frágil do que pensávamos a ponto de se questionar a legitimidade de governabilidade do país por razão de fanatismo partidário.não há dúvidas que [de que]um maior engajamento da nação nas questões políticas, possibilitará [sem vírgula] novo fôlego a mutilada democracia brasileira. ademais, combaterá consequentemente o principal inimigo de um país [vírgula]que é a corrupção. a transparência internacional divulgou, numa [em uma]pesquisa que analisou 168 países, o brasil na 76º posição do ranking dos países mais corruptos do mundo. as primeiras posições possuem características inerentes a uma democracia consolidada [vírgula]que são: liberdade de imprensa e altos níveis de integridade entre aqueles que ocupam cargos públicos.portanto, “uma sociedade só é democrática quando ninguém for tão rico que possa comprar alguém e ninguém seja tão pobre que tenha de se vender a alguém” [vírgula]como disse jean jacques rousseau, filósofo do iluminismo. outrossim, só haverá democracia no brasil quando o povo exercer o poder de decidir a respeito das demandas da sociedade assim como assegura a constituição cidadã.",7,0
"o brasil é considerado um dos países com a matriz energética mais limpa do mundo, estando em voga as usinas hidrelétricas, representando mais de 75% das fontes de energia. mas apesar do título recebido, fica a dúvida: essa energia é realmente limpa e renovável em todo o seu processo?fator de conflito há mais de vinte anos, a construção da usina de belo monte responde [responde a]essa pergunta. ambientalistas e moradores da região do xingu, ainda [xingu ainda] lutam contra o impacto deixado pela sua construção: problemas sociais, econômicos e ecológicos, onde ¹pessoas são “expulsas”, a economia se descontrola e, a [e a] fauna e a flora são destruídas na área inundada.além disso, devido à [em virtude da] resistência de parte da sociedade ,como de ambientalistas , a fonte de energia limpa e renovável ,[sem vírgula]vem sendo substituída por usinas mais baratas nos leilões de energia , como as termoelétricas, baseada [baseadas]na queima de combustíveis fósseis, gerando problemas no planeta como o agravamento do efeito estufa.problemas estes [esses]que poderiam ser resolvidos se fontes de energia tendo como base o bagaço da cana-de-açúcar, que inclusive tem a sua colheita no período onde [em que]as hidrelétricas sofrem queda em relação à demanda , substituíssem as termoelétricas.assim, iriam contribuirpara o meio ambiente , já que são sustentáveis.portanto, apesar da maior parte de energia no país ser gerada pelas hidrelétricas ,queé uma das melhores soluções , estas vem sendo substituídas por outras nada limpas. para isso,é necessário aimplementação de outras fontes limpas,como a energia através da biomassa da cana-de-açúcar ,que é sustentável e [,] em suma, de baixo custo.",3,3
"		muito se discute acerca do real significado do papel da política nas sociedades. esta realidade se deve, sobretudo, a [à] falta de compromisso e lealdade às necessidades do povo, evidente na grande maioria que reprensenta [representa] o poder público. 	 entre um dos maiores entraves enfrentados na atualidade, está a banalização da política. aquela que, na teoria, tem por obrigação zelar e fazer cumprir os direitos e deveres do cidadão, hoje é objeto de interesses individuais.não mais tem como representantes pessoas comprometidas com o bem comum, mas sim, indivíduos [sim indivíduos] que utilizam da malícia para persuadir e enganar.	 nesse contexto, é válido ressaltar que a descrença dos cidadãos, no que tange a [à] importância da política, contribui para a ridicularização dessa.políticos que não têm resposta do povo, como participação e cobranças efetivas, não se mobilizam na erradicação das mazelas sociais.além disso, quando a sociedade não prioriza nem mesmo o poder de eleger seus representantes, a política por profissão triunfa em detrimento da política por vocação.	 nessa perspectiva, faz-se necessário ressaltar que a política é ferramenta crucial para a organização e prosperidade de qualquer nação.entretanto, se para engressar [ingressar] nela não forem considerados valores, como vocação, caráter, propostas coerentes e verdadeiro comprometimento social, essa, se reduzirá [essa se reduzirá] ao meio de enriquecimento,muitas vezes ilícito, de poucos.	 com essas constatações, evidencia-se que para que a política cumpra, verdadeiramente, o seu papel, é crucial que haja responsabilidade, não só dos políticos [,] mas também dos eleitores. com isso, a política caminhará no sentido da construção de um país mais justo onde, somente [onde somente] pessoas engajadas na mudança, por vocação representará o poder público.",6,4
"o aborto é hoje um tema bastante discutido em sociedade, pois se trata de um ato que além de matar uma nova vida, pode trazer riscos sérios a saúde da mãe.muitas mulheres colocam a vida em risco quando decide tirar o seu feto antes que dele nasça um ser. visando a proteção delas, em alguns países como os estados unidos e a frança, por exemplo, a prática dele é legalizada. podendo isto também, estar relacionado à religião e ao poderio científico, onde a maioria da população segue o protestantismo e a ciência é capaz de influenciar em importantes decisões do estado.as pesquisas com células-tronco é um exemplo dos assuntos que elevam os interesses científicos, dando-lhes importância e autonomia para escolher o “melhor para a sociedade”.notando-se que no brasil a situação vem se aproximando desta, mesmo sendo um país de maioria católica e não muito avançado em pesquisas científicas , é de se esperar que seu posicionamento mude com relação a essa discussão.dentro deste contexto, podemos perceber que se a ciência tomar por base seus interesses e que ela esteja expandindo-se em nosso país, futuramente teremos que aceitar essa legalização. o que de fato tornará desse crime, o resultado da busca científica pelo êxito de suas pesquisas.",5,2
"a aids é uma doença que continua desastrando devastamnete devastando a vida do ser humano.atualmente cerca de entre 33,2 e 37,2 milhões sobrevivem infectados com a doença.esta doença é causada atravéz transmitida através do contato sexual entre indivíduos sendo desde que um esteja contaminado pelo vírus.a pessoa que é contaminada pelo vírus adquiri adquire uma imunidade baixa, sendo contaminadas por outras doenças como pneumonia e tuberculose, a até mesmo doenças que não é são muito graves como a gripe e o resfriado.suas formas de seu tratamento é a à base de  coquetel que é um de medicamentos que impede a multiplicação do vírus no organismo, elenão mata o vírus causador da aids mas ajuda a evitar o enfraquecimento do sistema imunológico dando mais tempo de vida ao paciente infectado.para se previnir prevenir deste vírus é indispensável o uso de preservativos como camisinhas que é são distribuídas pelo governo e podem ser adquiridas em qualquer posto de saúde sem custo financeiro.a aids é mais um desafio que temos que vencer, esta soença doença devastradora leva o indivíduo á a obito.a aids não tem cura mas tem prevenção.",5,2
"o papa é um homem normal que escolheu para sua vida uma vida de castidade e orações. ele amou muito a deus e a igreja católica , bento xvi fez voto de pobreza, saiu do ceio de sua família, para viver confortando as pessoas espiritualmente e ensinado o cristianismo, foi feveroso  em tudo que acredita.não é santo [,]  nem nunca foi, é um peregrino como todos nós, só que com muito conhecimento da bíblia . ele  como todo padre [,]  é teólogo, com uma vida enclausurada teve muito tempo para estudar e aprender tudo sobre religião, amor, caridade,, a religião católica tem mais de 2000 anos, e seu primeiro papa de acordo com a igreja católica  foi são pedro. apóstolo de jesus cristo.pois é, passaram-se mais de 2000 anos, a o cotólicismo  continua o mesmo. com  seus dogmas [,]  suas convicção e apegos, antes mandava no mundo ocidental, hoje só menda  no vaticano um país que  só tem um palácio. a igreja católica  diz que vivi  para a caridade! é  muito rica, tem muita arte sacra [,]  muito ouro, muitas terras, as faculdades católicas e os colégios são muito caros.não existe glamour na vida de um papa. existe muito trabalho, exemplo e obediência. não  existe salário, nem poder, é só um supremo guardião da igreja, que tem que ser  firme e exemplar, por que  foi assim que jesus fez, fez de sua vida um exemplo a seguir. mas, jesus cristo era santo. bento xvi escolheu como lema a verdade. e com verdade saiu do cargo de papa, porque não tinha mais a saúde perfeita. um  papa não pode mentir, porque é pecado, e ele como obediente a deus, sabe o peso da mentira.então, devemos acreditar na palavra de bento xvi, um homem corajoso, nobre e verdadeiro, foi o legado que ele deixou, pedir a deus que ilumine o próximo homem, para que ele seja tão forte e transparente quanto bento xvi. no dia 28 de fevereiro de 2013, ele se foi, com a certeza de que era o mesmo homem, um peregrino. só que agora, mais conhecido, mais amado e mais admirado.",0,7
"	a ausência de responsabilidade no trânsito, influenciada pela carência das leis de punição aos motoristas infratores, contribui para o acréscimo no número de acidentes. entretanto, uma forma de redução desses acidentes - além de mudanças nas leis - é a abordagem desse assunto dentro das salas de aula, desde o primário até os sucessivos anos, transmitido aos alunos - futuros motoristas - responsabilidades e maneiras adequadas de comportamento diante de um volante, evidenciando as consequências decorrentes da inresponsabilidade no trânsito. por conseguinte, a conscientização desde cedo auxiliará na formação de motoristas responsáveis, reduzindo o número de acidentes no trânsito.	essa precaridade nas leis faz com que aumente o número de motoristas infratores,posto que como não há punição não há conscientização. assim,faz-se necessário um reajuste na maneira de implantar a lei.caso da lei seca,a qual demostra sua insufiência perante os direitos do motorista,que acabam suprindo-a. diante disso, a lei - que tinha a intensão de punir - acaba mostrando a sua precaridade e falta de autoridade com os infratores.contudo, reajustes na legislação visando punições mais adequadas para motoristas infratores [vírgula] como exigir além do pagamento de fiança [vírgula] uma re-educação sendo aplicada durante o cumprimento da pena[vírgula]  mostra-se como uma saída para a redução de acidentes no trânsito.	junto com o reajuste na legislação, a implantação da educação no trânsito nas escolas aponta-se como uma solução para a guerra no trânsito. a inserção desses futuros motoristas, desde cedo, aos assuntos relacionados ao trânsito contribui para que desenvolvam um pensamento crítico sobre suas atitudes quando estiverem à frente de um volante. desta maneira, a conscientização precoce não só irá reduzir os índices de acidentes como irá gerar um legado para cada nova geração de motoristas.	em suma, o reajuste nas leis e a implantação da educação no trânsito aponta-se como uma solução para a guerra no trânsito. no entanto, são medidas que terão seus resultados sentidos a longo prazo [vírgula] mas tornam-se necessário para que ocorra paz no trânsito e redução no número de acidentes.",8,5
"negros foram discriminados durante décadas, e o governo no intuito de amenizar o sofrimento causado no passado, cria leis em que deve existir reservas de vagas para negros.não seria nada justo a existencia de cotas, além de haver uma descriminação racial, contra a sociedade de ""cor"", não estaria agindo corretamente, contradizendo que “todos são iguais perante a lei"".muitos, não toda a sociedade, acreditam em uma forma, que é de fato justa e merecida, é a vaga para negros, pela abundançia de preconceitos sofrido e até mesmo exercido na atualidade, em escolas, mercados, bancos, enfim concientização é o que nos falta para isto melhorar.agir com razão e sabedoria seria amelhor forma de mudarmos,diferente de raça ou cor temos a mesma capacidade, somos seres iguais de carne e osso, não há necessidade de cotas, o estudo é a unica forma de nos diferenciar.régis",3,3
"     com o ocorrido na revista francesa ""charlie hebdo"", ao sofrerem um ataque terrorista, o limite da liberdde de expressão tem sido questionada questionado.     religiosos se pronunciaram, tendo e apesar de  opiniões diferentes em questões religiosas diferentes sobre o assunto se mostram de acordo, alegando ao alegar que deve-se ter um cuidado maior ao publicarem certas coisas sobre a religião, mesmo porque muitos puderam podem discordar, não aceitar tais opiniões, pois a religião para diversos povos é de extrema influência.      outro exemplo seria famosos publicarem em redes sociais suas opiniões sobre determinado assunto e acabar gerando uma polêmica que não seria a real intenção e sim apenas expressar livremente a sua opinião, mas por serem pessoas importantes, diversas pessoas verão, e mesmo que algumas possam concordar muitas terão opiniões diferentes gerando diversos problemas para quem publicou.       certamente cabe ao bom senso de cada um sobre o que está se falando, principalmente ao no meio tecnológico e jornalísticos, porém cabe também ao governo e familiares a conscientização sobre os limites da liberdade de expressão, sendo esses e de que não se pode desreipeitar as crenças entre outros, mas também sempre ter consciência de que haverá opiniões diferentes e isso poderá ser um problema dependendo do que se está expressando.       há claramente limites que devem ser seguidas seguidos com relação a à liberdade de expressão, mais mas sempre haverá opiniões diferentes podendo ter consequências que a princípionão foram pensadas.",6,4
" em meio a manifestações de sentidos e reinvidicações diversas, com uma democracia recente, falha e frágil, o povo brasileiro age sem pensar, grita palavras ditadas pela mídia e desconhece seu poder como cidadão. diante desse panorama,a democracia se perde no caos da política. isso porque a sociedade brasileira, na qual o carisma é mais relevante que a razão, é composta por uma massa de desinformados que é facilmente manipulada. dessa forma, o poder tende a se concentrar nas mãos de poucos. além disso, embora,recentemente,a juventude esteja tentando recuperar o espírito engajado, fortemente presente na época das ditaduras militares, é notável a crescente intolerância ideológica. tal intolerância sacrifica a democracia, uma vez que dificulta a realização de melhorias por não atingir a sociedade como um todo. prova disso é a discussão acerca da legalização do aborto: enquanto uma parcela da população se opõe usufruindo de argumentos baseados na religião, outra apoia com argumentosextremamente agressivos. por fim, a sociedade se reparte, adquirindo uma postura imatura e excluindo qualquer possibilidade acordo. percebe-se, pois, que ?[sem vírgula]enquanto o povo for incapaz de dialogar, a democracia nem ao menos será exercida. projetos sociais que trabalham a moral, ética e política são de extrema importância. além disso, escolas devem estimular debates sobre temas atuais, capazes de desenvolver o senso crítico e o respeito pelas opniões divergentes.",6,4
"embora diga-se por aí que a educação no brasil não seja satisfatória, podemos espantar o pessimismo do futuro, e [sem vírgula]substituí-lo por novas perspectivas de progresso e uma melhor na qualidade no ensino brasileiro. dizemos que uma nação que cresce é aquela que investe em educação, podemos dizer, então, que estamos no caminho certo? apesar de um governo que vem incentivando a alfabetização com programas para adultos, como o eja , visando atingir pessoas que não tiveram acessos à escola. nas escolas do estado de são paulo, o projeto é colocar duas professoras nas salas de aula com alunos em alfabetização, para que todos os alunos tenham um bom aprendizado. ainda não é o suficiente. as estruturas das nossas escolas, talvez [escolas talvez~não permitam um bom ambiente para aprendermos de forma adequada. tomemos, como exemplo, a estudante isadora faber, que criou uma páginas [página] em uma rede social denunciando as condições precárias da escola onde estuda, só assim, conseguindo [só assim conseguindo]melhorias para sua escola. um exemplo, mas infelizmente lamentável essa situação. estamos gritando por socorro por algo que é direito nosso, que algo seja feito em nossas escolas sucateadas pelo descaso. onde estamos errando? estamos [estamos em] um país com expectativas de grande crescimento no cenário econômico mundial, [sem vírgula] e uma educação com um péssimo desempenho em pesquisas. esse país vai mesmo superar as expectativas de todo o planeta, e driblar [planeta e driblar] esse problema da então base de uma nação próspera? podemos concluir que sim, existem projetos educacionais para essa tão sonhada prosperidade esperada por todos nós, porém, ainda não são satisfatórios. devemos pressionar nossas autoridades a maiores investimentos, pois, são possíveis. se isso só é possível gritando por socorro, que outras estudantes [,] como isadora, denunciem até que nossos governantes não tratem mais nossa educação como gastos, mas como investimentos.",7,0
"diante de um país o qual cresce diariamente frente à potência mundial, o brasil tem além de problemas econômicos, divergências sociais a serem tratadas. a violência no país cresce diariamente junto com a insegurança popular. sair de casa sem receios, é quase impossível.a violência no trânsito assola a maioria do país. são paulo por exemplo, por ser uma cidade de tal porte, abriga em si milhares de cidadãos que usam o carro como meio de transporte. a consequência é clara: trânsito vasto.apesar de não parecer, o trânsito causa a violência. naquele momento de caos as pessoas ""perdem a cabeça"" cometendo atropelamentos e até mesmo violências à mão armada.frente tal problema,conhecendo o mesmo como grave,o governo se preocupa apenas em vender ainda mais veículos. visando o crescimento acelerado do país para se igualar às potências, o brasil deixa para trás alguns de seus pontos mais importantes, como a violência.por trás disso, é esquecido que não pode haver um país mundialmente reconhecido, se o mesmo for reconhecido apenas economicamente. segurança e educação deveriam ser alguns dos pontos abordados.claramente não são, deixando a desejar a esperança de muitos, de viver em um país melhor.",5,2
